Year,ICPSR State Code,Alphanumeric State Code,State,VEP Total Ballots Counted,VEP Highest Office,VAP Highest Office,Total Ballots Counted,Highest Office,Voting-Eligible Population (VEP),Voting-Age Population (VAP),% Non-citizen,Prison,Probation,Parole,Total Ineligible Felon,Overseas Eligible
2000,3,22,Massachusetts,60.60%,59.90%,55.40%,"2,736,006","2,704,984","4,517,052","4,870,470",8.00%,0,0,0,0,
2000,23,23,Michigan,60.50%,59.90%,57.30%,"4,279,299","4,232,501","7,070,702","7,370,524",3.30%,"47,718",0,0,"47,718",
2000,33,24,Minnesota,70.10%,69.50%,66.40%,"2,458,303","2,438,657","3,506,432","3,662,005",3.70%,"6,238","115,906","3,072","67,263",
2000,46,25,Mississippi,,49.10%,47.80%,,"994,184","2,024,650","2,076,861",1.00%,"20,241","15,118","1,596","29,396",
2000,34,26,Missouri,,58.20%,56.20%,,"2,359,892","4,052,255","4,190,073",1.80%,"27,382","53,299","12,563","66,595",
2000,64,27,Montana,62.60%,61.60%,60.60%,"417,916","410,986","667,525","676,065",0.90%,"3,105",0,0,"3,105",
2000,35,28,Nebraska,57.80%,56.90%,55.00%,"707,223","696,983","1,224,178","1,266,496",3.40%,"3,895","21,483",476,"15,113",
2000,65,29,Nevada,45.60%,45.20%,40.20%,"613,360","608,970","1,346,116","1,523,209",11.80%,"10,063","12,189","4,056","20,214",
2000,4,30,New Hampshire,65.00%,63.90%,60.70%,"578,656","569,081","890,622","934,176",2.70%,"2,257",0,0,"2,257",
2000,12,31,New Jersey,58.80%,56.90%,50.10%,"3,293,378","3,187,226","5,601,788","6,356,954",11.00%,"29,784","130,610","11,709","106,798",
2000,66,32,New Mexico,49.90%,48.50%,45.40%,"615,607","598,605","1,234,088","1,318,129",6.40%,"5,342","10,461","1,670","12,243",
2000,13,33,New York,56.20%,55.10%,47.50%,"6,960,215","6,821,999","12,380,208","14,344,348",12.70%,"70,198",0,"57,858","128,056",
2000,47,34,North Carolina,52.50%,50.70%,47.50%,"3,015,964","2,911,262","5,744,241","6,143,214",4.60%,"31,532","105,949","3,352","87,859",
2000,36,35,North Dakota,61.10%,60.30%,59.70%,"292,249","288,256","477,968","482,078",1.20%,"1,076",0,0,"1,076",
2000,24,36,Ohio,57.80%,56.70%,55.40%,"4,795,989","4,705,457","8,295,592","8,487,355",1.80%,"45,833",0,0,"45,833",
2000,53,37,Oklahoma,,49.90%,48.00%,,"1,234,229","2,475,220","2,568,304",2.90%,"23,181","30,969","1,825","40,491",
2000,72,38,Oregon,65.90%,64.90%,59.10%,"1,559,215","1,533,968","2,364,402","2,595,354",6.40%,"10,580",0,0,"10,580",
2000,14,39,Pennsylvania,,54.10%,52.30%,,"4,912,185","9,086,897","9,375,146",2.40%,"36,847",0,0,"36,847",
2000,5,40,Rhode Island,54.70%,54.20%,50.70%,"412,074","408,783","753,877","804,417",6.90%,"3,286","20,922",331,"14,078",
2000,48,41,South Carolina,48.70%,47.00%,45.70%,"1,433,533","1,382,717","2,944,326","3,025,380",2.20%,"21,778","44,632","4,378","48,472",
2000,37,42,South Dakota,58.70%,57.70%,56.90%,"322,159","316,269","548,498","554,875",1.20%,"2,616",0,0,"2,616",
2000,54,43,Tennessee,50.50%,49.90%,48.10%,"2,100,241","2,076,181","4,162,996","4,316,391",2.20%,"22,166","40,682","8,093","50,600",
2000,49,44,Texas,49.20%,49.20%,42.40%,"6,407,637","6,407,037","13,033,081","15,138,468",11.40%,"166,719","441,848","111,719","499,362",
2000,67,45,Utah,54.80%,53.80%,50.30%,"784,582","770,754","1,431,668","1,534,950",6.10%,"5,632",0,0,"5,632",
2000,6,46,Vermont,64.70%,64.10%,63.10%,"297,146","294,308","459,174","463,503",2.00%,0,0,0,0,
2000,40,47,Virginia,55.00%,54.00%,50.90%,"2,789,808","2,739,447","5,069,265","5,389,008",5.60%,"30,168","33,955","5,148","52,294",
2000,73,48,Washington,61.40%,60.70%,56.20%,"2,517,028","2,487,433","4,098,044","4,419,907",6.90%,"14,915","154,466",160,"92,308",
2000,56,49,West Virginia,,46.60%,46.10%,,"648,124","1,390,365","1,405,021",0.60%,"3,856","6,216","1,112","8,076",
2000,25,50,Wisconsin,,67.60%,64.50%,,"2,598,607","3,842,044","4,016,401",2.40%,"20,612","53,242","9,923","57,156",
2000,68,51,Wyoming,61.40%,59.20%,58.20%,"221,685","213,726","361,078","366,639",1.50%,"1,680","4,115",514,"4,252",
1998,0,0,United States,39.30%,38.10%,35.30%,"74,825,832","72,537,000","190,419,570","205,313,182",7.30%,"1,285,469","2,236,975","515,924","2,919,881","2,937,000"
1998,41,1,Alabama,,41.20%,40.00%,,"1,317,842","3,202,052","3,293,917",1.30%,"22,676","40,379","5,221","48,087",
1998,81,2,Alaska,55.60%,54.60%,52.00%,"227,156","223,300","408,758","429,317",3.20%,"4,097","4,274",478,"6,712",
1998,61,3,Arizona,32.10%,31.50%,28.00%,"1,037,550","1,017,616","3,232,815","3,628,841",9.40%,"25,311","51,329","3,742","54,718",
1998,42,4,Arkansas,,37.50%,36.20%,,"706,011","1,882,181","1,951,741",1.90%,"10,638","28,698","6,979","31,966",
1998,71,5,California,44.70%,43.50%,35.00%,"8,617,649","8,381,871","19,264,556","23,980,067",18.50%,"161,904",0,"108,424","270,328",
1998,62,6,Colorado,,46.10%,43.00%,,"1,327,235","2,879,973","3,085,075",6.00%,"14,312",0,"5,204","19,516",
1998,1,7,Connecticut,43.70%,42.70%,39.30%,"1,022,453","999,537","2,340,956","2,544,417",6.20%,"17,605","55,000","1,396","46,501",
1998,11,8,Delaware,,33.40%,31.30%,,"180,527","540,896","576,849",3.40%,"5,558","20,030",572,"16,145",
1998,55,9,District of Columbia,34.50%,34.00%,29.90%,"137,523","135,501","398,318","452,668",9.80%,"9,829",0,0,"9,829",
1998,43,10,Florida,38.40%,37.40%,33.00%,"4,070,262","3,965,751","10,590,870","12,001,902",10.00%,"67,224","283,965","6,487","215,694",
1998,44,11,Georgia,34.60%,33.70%,30.80%,"1,842,145","1,792,880","5,326,337","5,828,114",5.20%,"39,262","278,669","20,482","199,079",
1998,82,12,Hawaii,49.60%,49.00%,44.80%,"412,520","407,556","832,172","910,645",8.10%,"4,924",0,0,"4,924",
1998,63,13,Idaho,45.80%,45.20%,42.50%,"386,720","381,248","843,914","896,422",3.50%,"4,083","31,172","1,309","20,978",
1998,21,14,Illinois,42.70%,41.00%,37.40%,"3,541,379","3,394,521","8,285,614","9,070,725",8.20%,"43,051",0,0,"43,051",
1998,22,15,Indiana,37.20%,36.50%,35.60%,"1,618,689","1,588,617","4,348,730","4,457,578",2.00%,"19,197",0,0,"19,197",
1998,31,16,Iowa,46.10%,45.30%,43.90%,"973,032","956,415","2,112,132","2,176,940",2.10%,"7,394","18,447","2,194","18,812",
1998,32,17,Kansas,39.70%,38.80%,37.20%,"743,288","727,236","1,873,438","1,955,236",3.50%,"8,183",0,"6,025","14,208",
1998,51,18,Kentucky,41.50%,39.10%,38.20%,"1,215,053","1,145,414","2,930,780","2,999,287",1.30%,"14,987","17,594","4,508","28,292",
1998,45,19,Louisiana,32.00%,31.30%,30.10%,"990,243","969,165","3,097,660","3,216,121",1.60%,"32,228","33,028","18,759","67,501",
1998,2,20,Maine,,51.60%,50.80%,,"486,808","943,577","957,916",1.50%,0,0,0,0,
1998,52,21,Maryland,43.60%,43.00%,39.60%,"1,556,994","1,535,978","3,571,087","3,879,108",6.00%,"22,572","78,051","15,528","77,126",
1998,3,22,Massachusetts,43.70%,43.00%,39.70%,"1,935,277","1,903,336","4,430,939","4,793,966",7.60%,0,0,0,0,
1998,23,23,Michigan,44.90%,43.40%,41.70%,"3,143,432","3,036,886","7,005,306","7,276,123",3.10%,"45,879",0,0,"45,879",
1998,33,24,Minnesota,62.30%,61.90%,58.80%,"2,105,343","2,091,766","3,378,089","3,555,108",3.30%,"5,572","100,818","2,995","58,976",
1998,46,25,Mississippi,,27.60%,27.00%,,"550,694","1,995,283","2,038,324",0.90%,"16,678","11,530","1,489","23,932",
1998,34,26,Missouri,,39.60%,38.40%,,"1,576,857","3,978,146","4,106,478",1.70%,"24,974","49,992","10,366","60,336",
1998,64,27,Montana,51.80%,50.70%,50.00%,"338,733","331,551","653,998","662,582",0.90%,"2,734",0,0,"2,734",
1998,35,28,Nebraska,48.60%,45.50%,43.70%,"581,775","545,238","1,197,953","1,247,656",3.00%,"3,676","16,527",624,"12,564",
1998,65,29,Nevada,35.70%,35.30%,31.10%,"440,042","435,790","1,233,386","1,402,851",10.70%,"9,651","12,561","4,055","19,987",
1998,4,30,New Hampshire,37.60%,36.30%,35.30%,"330,555","318,940","878,508","903,630",2.50%,"2,169",0,0,"2,169",
1998,12,31,New Jersey,34.40%,32.90%,29.00%,"1,894,496","1,813,094","5,505,229","6,261,197",10.30%,"31,121","129,377","13,218","109,028",
1998,66,32,New Mexico,43.10%,41.60%,38.80%,"517,355","498,703","1,199,320","1,286,104",5.80%,"4,985","10,397","1,773","11,957",
1998,13,33,New York,40.70%,38.60%,33.50%,"4,989,877","4,735,236","12,263,356","14,139,223",12.40%,"70,001",0,"59,548","129,549",
1998,47,34,North Carolina,,35.80%,33.80%,,"2,012,143","5,624,292","5,948,653",3.90%,"31,961","105,227","5,806","90,381",
1998,36,35,North Dakota,45.70%,44.90%,44.30%,"217,584","213,358","475,629","481,790",1.10%,915,0,0,915,
1998,24,36,Ohio,42.90%,41.30%,40.40%,"3,534,782","3,404,351","8,237,516","8,424,249",1.60%,"48,450",0,0,"48,450",
1998,53,37,Oklahoma,,36.20%,34.70%,,"873,585","2,415,036","2,518,285",2.60%,"20,892","29,093","1,532","36,971",
1998,72,38,Oregon,49.00%,47.20%,44.20%,"1,160,400","1,117,747","2,370,381","2,526,500",5.80%,"8,927",0,0,"8,927",
1998,14,39,Pennsylvania,,33.30%,32.50%,,"3,025,152","9,075,961","9,314,795",2.20%,"36,377",0,0,"36,377",
1998,5,40,Rhode Island,42.80%,42.30%,38.80%,"309,835","306,445","723,772","790,726",6.60%,"3,445","21,049",432,"14,402",
1998,48,41,South Carolina,38.70%,38.10%,36.70%,"1,092,430","1,077,135","2,825,173","2,931,120",1.90%,"21,764","46,482","4,404","49,409",
1998,37,42,South Dakota,49.80%,49.00%,48.30%,"266,355","262,111","534,711","543,074",1.10%,"2,422",0,0,"2,422",
1998,54,43,Tennessee,25.10%,23.90%,23.10%,"1,026,017","976,236","4,092,745","4,217,608",1.90%,"17,738","38,924","7,605","44,805",
1998,49,44,Texas,,29.90%,25.80%,,"3,738,078","12,490,423","14,504,988",10.60%,"144,510","443,688","109,820","476,174",
1998,67,45,Utah,36.70%,35.80%,33.70%,"506,553","494,909","1,381,989","1,467,078",5.50%,"4,453",0,0,"4,453",
1998,6,46,Vermont,50.40%,49.00%,48.10%,"224,382","218,120","444,772","453,574",1.90%,0,0,0,0,
1998,40,47,Virginia,,23.40%,22.00%,,"1,148,861","4,900,523","5,222,121",5.20%,"30,276","30,576","6,700","52,264",
1998,73,48,Washington,49.30%,48.40%,44.30%,"1,939,421","1,902,482","3,930,400","4,294,765",6.40%,"14,161","152,140",375,"90,606",
1998,56,49,West Virginia,29.20%,25.30%,25.00%,"405,139","351,277","1,388,176","1,403,549",0.50%,"3,478","6,511",975,"7,709",
1998,25,50,Wisconsin,,46.30%,44.60%,,"1,760,836","3,801,514","3,945,060",2.20%,"18,613","54,232","9,282","55,011",
1998,68,51,Wyoming,51.00%,49.90%,48.70%,"178,401","174,888","350,136","359,119",1.40%,"1,571","3,825",448,"3,932",
1996,0,0,United States,,51.70%,48.10%,,"96,262,935","186,347,044","200,015,917",6.80%,"1,162,253","1,865,990","491,165","2,586,413","2,499,256"
1996,41,1,Alabama,,48.80%,47.50%,,"1,534,349","3,144,249","3,227,688",1.20%,"21,760","37,865","4,966","45,659",
1996,81,2,Alaska,60.70%,59.80%,57.00%,"245,212","241,620","404,180","423,702",3.10%,"3,716","3,999",642,"6,358",
1996,61,3,Arizona,46.50%,45.60%,41.10%,"1,431,342","1,404,405","3,079,908","3,414,380",8.40%,"22,493","40,607","3,785","46,582",
1996,42,4,Arkansas,,47.90%,46.50%,,"884,262","1,844,689","1,903,094",1.60%,"9,407","25,178","5,459","27,455",
1996,71,5,California,55.00%,53.70%,43.40%,"10,263,490","10,019,484","18,644,593","23,076,427",18.10%,"146,049",0,"99,578","245,627",
1996,62,6,Colorado,,54.50%,51.40%,,"1,510,704","2,770,252","2,939,929",5.20%,"12,483",0,"3,294","15,777",
1996,1,7,Connecticut,60.40%,59.60%,55.10%,"1,410,746","1,392,614","2,337,160","2,528,212",5.80%,"15,007","55,978","1,083","44,079",
1996,11,8,Delaware,52.50%,51.20%,48.40%,"277,418","270,810","528,630","559,598",3.00%,"5,110","16,528",591,"13,965",
1996,55,9,District of Columbia,47.40%,46.60%,41.30%,"189,210","185,726","398,839","450,182",9.30%,"9,376",0,0,"9,376",
1996,43,10,Florida,53.30%,51.90%,46.10%,"5,444,245","5,300,927","10,219,294","11,509,122",9.50%,"63,763","237,117","9,243","191,565",
1996,44,11,Georgia,45.80%,44.40%,41.40%,"2,374,650","2,298,899","5,181,708","5,555,577",4.40%,"35,139","143,457","21,146","128,014",
1996,82,12,Hawaii,45.10%,43.90%,40.20%,"370,230","360,120","820,055","895,753",8.00%,"4,011",0,0,"4,011",
1996,63,13,Idaho,61.60%,59.30%,57.20%,"508,030","489,481","825,329","856,420",3.20%,"3,832",0,0,"3,832",
1996,21,14,Illinois,53.80%,52.50%,48.30%,"4,418,270","4,311,391","8,215,662","8,927,254",7.50%,"38,852",0,0,"38,852",
1996,22,15,Indiana,51.00%,49.60%,48.60%,"2,195,224","2,135,431","4,302,745","4,397,367",1.80%,"16,960",0,0,"16,960",
1996,31,16,Iowa,59.70%,58.80%,57.30%,"1,251,983","1,234,075","2,098,332","2,154,320",1.80%,"6,342","15,386","2,200","16,235",
1996,32,17,Kansas,57.80%,57.30%,55.30%,"1,073,520","1,063,452","1,856,507","1,922,601",3.00%,"7,756",0,0,"7,756",
1996,51,18,Kentucky,49.30%,48.20%,47.30%,"1,419,592","1,388,707","2,880,808","2,938,362",1.20%,"12,910","11,689","4,621","23,376",
1996,45,19,Louisiana,58.40%,57.80%,56.40%,"1,804,640","1,783,959","3,087,693","3,163,302",1.50%,"26,776",0,0,"26,776",
1996,2,20,Maine,,65.20%,64.20%,,"605,897","929,970","944,106",1.50%,0,0,0,0,
1996,52,21,Maryland,50.80%,50.40%,46.70%,"1,793,991","1,780,870","3,530,148","3,817,454",5.60%,"22,050","70,553","16,246","73,573",
1996,3,22,Massachusetts,59.30%,58.40%,54.20%,"2,600,278","2,559,180","4,385,268","4,723,380",7.20%,0,0,0,0,
1996,23,23,Michigan,56.30%,55.30%,53.40%,"3,912,261","3,848,844","6,954,059","7,201,527",2.80%,"42,349",0,0,"42,349",
1996,33,24,Minnesota,66.60%,66.10%,63.10%,"2,211,161","2,192,640","3,319,509","3,473,117",2.90%,"5,158","90,202","2,377","52,636",
1996,46,25,Mississippi,,45.90%,45.00%,,"893,857","1,949,309","1,986,327",0.80%,"13,859","10,376","1,326","20,373",
1996,34,26,Missouri,,55.10%,53.50%,,"2,158,065","3,919,885","4,035,666",1.50%,"22,003","42,386","13,087","56,283",
1996,64,27,Montana,64.70%,63.10%,62.30%,"417,232","407,083","645,052","652,991",0.90%,"2,293",0,0,"2,293",
1996,35,28,Nebraska,57.80%,57.00%,55.10%,"686,749","677,415","1,188,034","1,230,047",2.50%,"3,287","14,363",688,"11,157",
1996,65,29,Nevada,41.20%,40.90%,36.50%,"467,657","464,279","1,134,065","1,271,617",9.50%,"8,439","9,760","3,216","16,535",
1996,4,30,New Hampshire,60.10%,58.30%,56.80%,"513,700","499,053","855,287","878,569",2.40%,"2,062",0,0,"2,062",
1996,12,31,New Jersey,56.90%,56.40%,50.00%,"3,105,110","3,075,860","5,456,334","6,152,216",9.60%,"27,490","125,881","14,545","104,976",
1996,66,32,New Mexico,49.50%,47.40%,44.50%,"579,763","556,074","1,172,262","1,249,597",5.30%,"4,724","8,903","1,426","10,602",
1996,13,33,New York,52.90%,51.90%,45.30%,"6,439,129","6,316,129","12,175,850","13,942,462",11.80%,"69,709",0,"57,137","126,846",
1996,47,34,North Carolina,,46.30%,44.00%,,"2,515,807","5,435,970","5,717,844",3.30%,"30,647","102,483","12,358","94,247",
1996,36,35,North Dakota,57.10%,56.00%,55.30%,"271,850","266,411","475,898","481,497",1.00%,722,0,0,722,
1996,24,36,Ohio,56.70%,55.40%,54.20%,"4,638,108","4,534,434","8,185,999","8,366,250",1.50%,"46,174",0,"6,331","52,505",
1996,53,37,Oklahoma,51.40%,51.00%,49.00%,"1,218,248","1,206,713","2,368,311","2,461,718",2.30%,"19,593","28,090","2,159","35,797",
1996,72,38,Oregon,60.60%,59.70%,56.30%,"1,399,180","1,377,760","2,309,051","2,445,442",5.20%,"8,661",0,0,"8,661",
1996,14,39,Pennsylvania,,49.70%,48.50%,,"4,506,118","9,063,470","9,283,893",2.00%,"34,537",0,0,"34,537",
1996,5,40,Rhode Island,,54.40%,49.90%,,"390,247","717,041","781,307",6.40%,"3,271","20,446",573,"14,067",
1996,48,41,South Carolina,44.10%,42.20%,40.80%,"1,203,486","1,151,422","2,731,064","2,825,088",1.70%,"20,446","42,417","5,036","46,691",
1996,37,42,South Dakota,62.20%,61.10%,60.30%,"329,316","323,826","529,793","537,038",1.00%,"2,063",0,0,"2,063",
1996,54,43,Tennessee,,47.50%,46.30%,,"1,894,105","3,984,092","4,094,014",1.60%,"15,626","37,002","8,934","43,061",
1996,49,44,Texas,,46.50%,40.40%,,"5,611,644","12,072,149","13,887,542",9.80%,"132,383","429,329","112,594","459,642",
1996,67,45,Utah,52.10%,50.20%,47.70%,"691,016","665,629","1,326,919","1,394,017",4.80%,0,0,0,0,
1996,6,46,Vermont,60.00%,59.30%,58.20%,"261,469","258,449","435,687","443,874",1.80%,0,0,0,0,
1996,40,47,Virginia,51.30%,50.20%,47.30%,"2,468,229","2,416,642","4,811,632","5,106,297",4.70%,"27,655","29,620","9,918","52,383",
1996,73,48,Washington,59.90%,58.90%,54.30%,"2,293,895","2,253,867","3,829,308","4,147,127",5.80%,"12,527","125,780",560,"75,977",
1996,56,49,West Virginia,47.10%,45.90%,45.50%,"653,331","636,459","1,386,621","1,400,343",0.50%,"2,749","5,669",869,"6,453",
1996,25,50,Wisconsin,,58.40%,56.50%,,"2,196,169","3,763,240","3,886,906",2.00%,"12,991","47,292","8,222","44,859",
1996,68,51,Wyoming,62.50%,61.30%,59.90%,"215,844","211,571","345,112","353,354",1.30%,"1,499","3,432",364,"3,579",
1994,0,0,United States,0.00%,41.10%,38.50%,,"75,105,860","182,623,348","195,258,350",6.40%,"1,037,855","1,778,797","513,686","2,440,940","2,228,514"
1994,41,1,Alabama,,38.80%,37.90%,,"1,201,969","3,095,745","3,170,782",1.00%,"19,573","32,284","7,235","42,950",
1994,81,2,Alaska,54.20%,53.40%,51.20%,"216,668","213,404","399,435","417,053",3.00%,"3,292","2,899",412,"5,154",
1994,61,3,Arizona,39.90%,39.10%,35.60%,"1,153,724","1,129,607","2,892,171","3,169,857",7.50%,"19,746","34,365","4,351","41,280",
1994,42,4,Arkansas,,39.80%,38.80%,,"716,840","1,801,161","1,849,361",1.30%,"8,643","19,606","5,224","23,670",
1994,71,5,California,48.20%,46.90%,38.10%,"8,900,593","8,658,881","18,479,124","22,721,586",17.70%,"125,605",0,"85,082","210,687",
1994,62,6,Colorado,44.30%,42.10%,40.10%,"1,173,130","1,116,307","2,648,684","2,785,952",4.50%,"10,717",0,"2,463","13,180",
1994,1,7,Connecticut,49.80%,49.10%,45.60%,"1,163,829","1,147,084","2,335,579","2,515,100",5.50%,"14,380","53,453","1,146","42,253",
1994,11,8,Delaware,39.30%,38.80%,36.80%,"201,560","199,029","512,941","540,474",2.60%,"4,466","15,507","1,029","13,249",
1994,55,9,District of Columbia,45.20%,44.60%,39.60%,"186,316","183,649","411,886","463,680",8.80%,"10,949",0,0,"10,949",
1994,43,10,Florida,43.90%,42.90%,38.20%,"4,305,340","4,206,659","9,810,247","11,016,840",9.10%,"57,168","247,014","20,573","201,248",
1994,44,11,Georgia,,31.00%,29.20%,,"1,545,328","4,978,431","5,293,282",3.70%,"33,425","140,694","17,505","121,277",
1994,82,12,Hawaii,46.60%,45.60%,41.80%,"377,011","369,013","808,904","882,189",7.90%,"3,333",0,0,"3,333",
1994,63,13,Idaho,53.50%,52.70%,51.00%,"419,330","413,346","784,076","809,957",2.80%,"2,811",0,0,"2,811",
1994,21,14,Illinois,39.40%,38.00%,35.20%,"3,219,122","3,106,566","8,175,312","8,819,582",6.90%,"36,531",0,0,"36,531",
1994,22,15,Indiana,38.00%,36.40%,35.80%,"1,609,481","1,543,568","4,235,008","4,315,664",1.50%,"15,014",0,0,"15,014",
1994,31,16,Iowa,49.20%,48.00%,46.90%,"1,022,372","997,248","2,077,709","2,128,370",1.60%,"5,437","15,902","3,696","17,084",
1994,32,17,Kansas,45.50%,44.70%,43.40%,"836,251","820,846","1,837,694","1,893,521",2.60%,"6,371",0,0,"6,371",
1994,51,18,Kentucky,29.20%,27.70%,27.20%,"827,541","784,299","2,829,881","2,879,413",1.00%,"11,066","11,417","4,380","21,155",
1994,45,19,Louisiana,29.40%,27.20%,26.60%,"893,758","826,837","3,038,660","3,109,456",1.50%,"24,063",0,0,"24,063",
1994,2,20,Maine,,55.70%,54.90%,,"511,733","918,204","932,164",1.50%,0,0,0,0,
1994,52,21,Maryland,41.30%,40.50%,37.60%,"1,437,450","1,410,299","3,480,270","3,751,305",5.20%,"20,998","76,940","14,795","74,263",
1994,3,22,Massachusetts,51.30%,50.10%,46.70%,"2,232,186","2,179,945","4,353,287","4,668,100",6.70%,0,0,0,0,
1994,23,23,Michigan,46.30%,45.10%,43.60%,"3,177,740","3,089,077","6,856,388","7,081,498",2.60%,"40,631",0,0,"40,631",
1994,33,24,Minnesota,55.20%,54.50%,52.40%,"1,794,618","1,772,929","3,253,779","3,385,687",2.50%,"4,575","81,972","1,904","47,465",
1994,46,25,Mississippi,32.60%,31.90%,31.40%,"621,096","608,085","1,903,794","1,935,054",0.70%,"10,930","9,042","1,519","16,970",
1994,34,26,Missouri,,46.00%,44.80%,,"1,775,116","3,858,946","3,958,762",1.30%,"17,898","36,295","12,592","48,638",
1994,64,27,Montana,57.80%,56.30%,55.70%,"359,455","350,387","622,246","629,335",0.80%,"1,764",0,0,"1,764",
1994,35,28,Nebraska,51.00%,49.80%,48.20%,"593,654","579,561","1,164,502","1,201,826",2.00%,"2,711","18,639",771,"12,802",
1994,65,29,Nevada,37.40%,36.90%,33.30%,"386,582","380,530","1,032,456","1,143,487",8.40%,"6,993","9,410","3,529","15,227",
1994,4,30,New Hampshire,38.50%,37.60%,36.60%,"319,443","311,882","829,590","851,104",2.30%,"2,021",0,0,"2,021",
1994,12,31,New Jersey,39.50%,38.10%,33.90%,"2,131,328","2,054,887","5,392,423","6,059,401",8.90%,"24,632","125,299","41,802","129,084",
1994,66,32,New Mexico,43.10%,41.40%,39.10%,"485,709","467,621","1,128,243","1,195,183",4.90%,"3,712","8,063","1,078","8,822",
1994,13,33,New York,43.70%,42.70%,37.50%,"5,325,323","5,203,762","12,192,316","13,861,352",11.20%,"66,750",0,"53,832","120,582",
1994,47,34,North Carolina,,30.30%,29.00%,,"1,588,190","5,244,552","5,477,604",2.60%,"23,648","90,418","20,159","89,016",
1994,36,35,North Dakota,51.30%,50.40%,49.90%,"240,430","236,547","468,989","473,993",0.90%,563,0,0,563,
1994,24,36,Ohio,43.50%,42.30%,41.40%,"3,540,954","3,436,884","8,132,122","8,292,312",1.40%,"43,074",0,0,"43,074",
1994,53,37,Oklahoma,43.10%,42.70%,41.30%,"1,002,363","995,012","2,327,519","2,410,272",2.00%,"16,631","28,285","2,604","33,378",
1994,72,38,Oregon,56.30%,54.80%,52.10%,"1,254,265","1,221,010","2,229,242","2,344,505",4.60%,"6,936",0,0,"6,936",
1994,14,39,Pennsylvania,,39.60%,38.80%,,"3,585,526","9,043,585","9,241,090",1.80%,"28,302",0,0,"28,302",
1994,5,40,Rhode Island,,50.50%,46.50%,,"361,377","716,002","776,723",6.20%,"2,919","18,179",525,"12,534",
1994,48,41,South Carolina,35.70%,35.10%,34.00%,"951,901","934,886","2,663,830","2,747,987",1.40%,"18,999","40,005","6,077","45,079",
1994,37,42,South Dakota,61.30%,60.10%,59.40%,"318,090","311,613","518,815","524,910",0.80%,"1,708",0,0,"1,708",
1994,54,43,Tennessee,,38.60%,37.70%,,"1,487,130","3,850,228","3,945,407",1.40%,"14,401","34,896","9,353","41,202",
1994,49,44,Texas,,37.50%,33.00%,,"4,396,242","11,719,888","13,334,014",8.90%,"118,195","396,276","108,563","424,896",
1994,67,45,Utah,42.70%,41.50%,39.80%,"532,737","517,790","1,248,726","1,302,522",4.10%,0,0,0,0,
1994,6,46,Vermont,50.80%,49.50%,48.70%,"216,715","211,449","426,953","434,549",1.70%,0,0,0,0,
1994,40,47,Virginia,,43.60%,41.30%,,"2,057,463","4,718,968","4,983,515",4.30%,"26,968","24,089","9,649","48,662",
1994,73,48,Washington,46.70%,45.80%,42.60%,"1,733,471","1,700,173","3,715,174","3,994,036",5.30%,"10,833","110,279","1,650","67,623",
1994,56,49,West Virginia,31.90%,30.50%,30.20%,"439,551","420,936","1,379,339","1,392,499",0.50%,"1,930","5,992","1,380","6,306",
1994,25,50,Wisconsin,,42.40%,41.20%,,"1,565,628","3,692,668","3,801,543",1.80%,"10,022","45,901","7,065","40,038",
1994,68,51,Wyoming,60.50%,59.80%,58.60%,"204,025","201,710","337,032","344,492",1.20%,"1,217","3,367",313,"3,214",
1992,0,0,United States,0.00%,58.10%,54.70%,,"104,405,155","179,655,523","190,777,923",6.00%,"866,945","1,648,767","491,856","2,183,185","2,417,648"
1992,41,1,Alabama,,55.70%,54.50%,,"1,688,060","3,030,549","3,096,959",0.90%,"17,453","31,188","6,934","39,981",
1992,81,2,Alaska,67.10%,66.30%,63.60%,"261,427","258,506","389,898","406,653",2.90%,"2,865","3,014",710,"5,082",
1992,61,3,Arizona,56.70%,55.70%,51.30%,"1,516,276","1,486,975","2,671,933","2,897,181",6.50%,"16,477","34,647","3,588","37,389",
1992,42,4,Arkansas,,54.30%,53.10%,,"950,653","1,751,083","1,789,420",1.00%,"8,285","16,448","3,460","19,969",
1992,71,5,California,61.60%,60.30%,49.30%,"11,374,565","11,131,721","18,460,157","22,573,381",17.30%,"109,496",0,"87,725","197,221",
1992,62,6,Colorado,64.00%,62.90%,60.30%,"1,597,166","1,569,180","2,494,998","2,602,217",3.70%,"8,997",0,"2,634","11,631",
1992,1,7,Connecticut,69.80%,68.60%,64.10%,"1,645,609","1,616,332","2,356,937","2,521,774",5.10%,"11,403","48,567",483,"36,170",
1992,11,8,Delaware,58.30%,58.00%,55.30%,"290,836","289,735","499,266","523,661",2.20%,"4,062","14,887","1,120","12,626",
1992,55,9,District of Columbia,54.20%,53.30%,47.70%,"231,445","227,572","427,102","477,564",8.30%,"10,845",0,0,"10,845",
1992,43,10,Florida,57.20%,55.90%,50.20%,"5,438,612","5,314,392","9,506,230","10,591,116",8.70%,"48,302","200,471","14,021","162,559",
1992,44,11,Georgia,,48.50%,45.90%,,"2,311,253","4,766,958","5,037,354",2.90%,"25,290","153,154","23,020","124,887",
1992,82,12,Hawaii,48.20%,46.90%,43.00%,"382,882","372,842","795,148","866,114",7.90%,"2,926",0,0,"2,926",
1992,63,13,Idaho,66.90%,65.60%,63.80%,"491,725","482,142","734,855","756,119",2.50%,"2,256",0,0,"2,256",
