cas_num,com_id,com_nam,rep_typ,rep_yea,fin_amo,off,sta,dis,can_nam,lat_fil_not_fil,pai_yes_no,
"1560","C00425694","IA VETS FOR CONGRESS","Q3","2006","$2,025.00","H","PA","08","MURPHY, PATRICK J.","L","Y",
"2915","C00484667","ICE PAC","12G","2014","$3,300.00","","","","","N","Y",
"288","C00170175","IDAHO REPUBLICAN PARTY","30G","2000","$5,550.00","","","","","L","Y",
"1136","C00170175","IDAHO REPUBLICAN PARTY","M4","2004","$135.00","","","","","L","Y",
"2971","C00559054","IF HE VOTES LIKE THAT IN SALEM IMAGINE WHAT HE WILL DO IN CONGRESS","YE","2014",,"","","","","N","N",
"156","C00084822","IHG OWNERS ASSOCIATION  INN-PAC","Q3","2000","$400.00","","","","","L","Y",
"1857","C00084822","IHG OWNERS ASSOCIATION  INN-PAC","Q2","2008","$500.00","","","","","L","Y",
"2327","C00084822","IHG OWNERS ASSOCIATION  INN-PAC","12G","2010","$660.00","","","","","N","Y",
"2325","C00264689","ILLINOIS POLITICAL ACTIVE LETTER CARRIERS","12G","2010","$660.00","","","","","N","Y",
"2608","C00495259","IMMIGRATION911,  LLC","Q3","2012","$1,400.00","","","","","N","Y",
"2676","C00495259","IMMIGRATION911,  LLC","30G","2012","$687.00","","","","","N","Y",
"2711","C00495259","IMMIGRATION911,  LLC","YE","2012","$218.00","","","","","L","Y",
"1758","C00428003","IMPERATO FOR PRSIDENT 2008","Q2","2007","$900.00","P","US","00","IMPERATO, DANIEL J","N","Y",
"2633","C00498311","IMUS FOR CONGRESS","30G","2012","$990.00","H","CA","08","IMUS, GREGG","N","Y",
"2712","C00498311","IMUS FOR CONGRESS","YE","2012",,"H","CA","08","IMUS, GREGG","N","N",
"321","C00305268","INDEPENDENCE PARTY OF MINNESOTA","30G","2000","$900.00","","","","","N","Y",
"1321","C00305268","INDEPENDENCE PARTY OF MINNESOTA","30G","2004","$230.00","","","","","L","Y",
"460","C00139741","INDEPENDENT ACTION INC","YE","2000","$900.00","","","","","N","Y",
"1204","C00139741","INDEPENDENT ACTION INC","Q3","2004","$4,000.00","","","","","N","Y",
"1331","C00139741","INDEPENDENT ACTION INC","30G","2004","$4,375.00","","","","","N","N",
"1390","C00139741","INDEPENDENT ACTION INC","YE","2004","$625.00","","","","","N","Y",
"275","C00332031","INDEPENDENT ELECTRICAL CONTRACTORS INC PAC (IEC PRIDE PAC)","30G","2000","$775.00","","","","","L","Y",
"353","C00332031","INDEPENDENT ELECTRICAL CONTRACTORS INC PAC (IEC PRIDE PAC)","12G","2000","$1,000.00","","","","","N","Y",
"820","C00022343","INDEPENDENT INSURANCE AGENTS & BROKERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE (INSURPAC)","12G","2002","$3,000.00","","","","","N","Y",
"725","C00115832","INDIANA BANKERS ASSOCIATION INDIANA BANKPAC - FEDERAL","Q3","2002","$600.00","","","","","L","Y",
"681","C00082636","INDIANA DENTAL PAC","Q2","2002","$1,000.00","","","","","L","Y",
"859","C00082636","INDIANA DENTAL PAC","12G","2002","$1,250.00","","","","","N","Y",
"946","C00082636","INDIANA DENTAL PAC","30G","2002","$1,125.00","","","","","N","Y",
"1161","C00082636","INDIANA DENTAL PAC","Q2","2004","$332.00","","","","","L","Y",
"2326","C00082636","INDIANA DENTAL PAC","12G","2010","$550.00","","","","","N","Y",
"221","C00046086","INSTITUTE OF SCRAP RECYCLING INDUSTRIES INC. POLITICAL ACTION COMMITTEE","12G","2000","$1,000.00","","","","","N","Y",
"2005","C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","30G","2008","$300.00","","","","","N","Y",
"2170","C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","Q2","2010","$181.00","","","","","L","Y",
"2369","C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","30G","2010","$240.00","","","","","L","Y",
"2677","C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","30G","2012","$412.00","","","","","N","Y",
"2819","C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","Q2","2014","$225.00","","","","","L","Y",
"2869","C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","Q3","2014","$345.00","","","","","L","Y",
"2935","C00354613","INT LONGSHOREMENS ASSOC (ILA) LOCAL 1291 POLITICAL ACTION COMMITTEE","30G","2014","$825.00","","","","","N","Y",
"743","C00164509","INT'L FED. OF PROFESSIONAL AND TECHNICAL ENGINEERS LEG. EDU. ACTION PROGRAM - PAC","Q3","2002","$2,000.00","","","","","N","Y",
"860","C00164509","INT'L FED. OF PROFESSIONAL AND TECHNICAL ENGINEERS LEG. EDU. ACTION PROGRAM - PAC","12G","2002","$1,000.00","","","","","N","Y",
"2277","C00428094","INTEGRAPAC OF INTEGRA TELECOM HOLDINGS INC","12G","2010","$550.00","","","","","N","Y",
"1473","C00201491","INTERGRAPH CORPORATION POLITICAL ACTION COMMITTEE","Q1","2006","$320.00","","","","","L","Y",
"1713","C00201491","INTERGRAPH CORPORATION POLITICAL ACTION COMMITTEE","YE","2006",,"","","","","L","N",
"1493","C00005157","INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND","M6","2006","$2,100.00","","","","","L","Y",
"2006","C00276253","INTERNATIONAL BROTHERHOOD OF PAINTERS AND ALLIED TRADES DISTRICT COUNCIL 21 PAC","30G","2008","$6,500.00","","","","","N","Y",
"1381","C00329920","INTERNATIONAL CHIROPRACTORS ASSOCIATION-POLITICAL ACTION COMMITTEE","YE","2004","$520.00","","","","","L","Y",
"42","C00303073","INTERNATIONAL COUNCIL OF CRUISE LINES POLITICAL ACTION COMM (ICCL-PAC)","Q2","2000","$1,200.00","","","","","L","Y",
"170","C00303073","INTERNATIONAL COUNCIL OF CRUISE LINES POLITICAL ACTION COMM (ICCL-PAC)","Q3","2000","$2,000.00","","","","","N","Y",
"303","C00303073","INTERNATIONAL COUNCIL OF CRUISE LINES POLITICAL ACTION COMM (ICCL-PAC)","30G","2000","$3,375.00","","","","","N","Y",
"461","C00303073","INTERNATIONAL COUNCIL OF CRUISE LINES POLITICAL ACTION COMM (ICCL-PAC)","YE","2000","$4,050.00","","","","","N","Y",
"1624","C00303073","INTERNATIONAL COUNCIL OF CRUISE LINES POLITICAL ACTION COMM (ICCL-PAC)","12G","2006","$600.00","","","","","N","Y",
"352","C00128231","INTERNATIONAL DAIRY FOODS ASSOCIATION (IDFA) - ICE CREAM, MILK & CHEESE PAC","12G","2000","$1,000.00","","","","","N","Y",
"1135","C00176214","INTERNATIONAL LONGSHORE AND WAREHOUSE UNION -- POLITICAL ACTION FUND","M4","2004","$1,900.00","","","","","L","Y",
"508","C00158576","INTERNATIONAL LONGSHOREMEN'S ASSOCIATION AFL-CIO COMMITTEE ON POLITICAL EDUCATION             ILA-COPE","MY","2001","$2,900.00","","","","","L","Y",
"2328","C00382226","INTERNATIONAL SECURITIES EXCHANGE PAC","12G","2010","$990.00","","","","","N","Y",
"2370","C00382226","INTERNATIONAL SECURITIES EXCHANGE PAC","30G","2010","$550.00","","","","","N","Y",
"613","C00017194","INTERNATIONAL UNION OF OPERATING ENGINEERS LO 825 POLITICAL ACTION AND EDUCATION COMMITTEE","Q1","2002","$700.00","","","","","L","Y",
"2675","C00163956","INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 15 A B C D POLITICAL ACTION COMMITTEE","30G","2012","$640.00","","","","","L","Y",
"1808","C00115568","INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 4 SOCIAL ACTION COMMITTEE-FEDERAL","Q1","2008","$200.00","","","","","L","Y",
"1970","C00138966","INTERNATIONAL UNION OF OPERATING ENGINEERS LOCAL 68 POLITICAL ACTION COMMITTEE","12G","2008","$600.00","","","","","N","Y",
"2146","C00473835","IOTT FOR CONGRESS 2010","12P","2010","$1,320.00","H","OH","09","IOTT, RICHARD BRADLEY","L","Y",
"968","C00083709","IOWANS FOR JIM LEACH","YE","2002","$275.00","H","IA","02","LEACH, JIM","L","Y",
"1193","C00320432","IRISH AMERICAN DEMOCRATS","Q3","2004",,"","","","","L","N",
"970","C00381822","IRMA MUSE DIXON CONGRESSIONAL CAMPAIGN COMMITTEE INC; THE","YE","2002","$550.00","H","LA","02","DIXON, IRMA MUSE","L","Y",
"823","C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","12G","2002","$1,000.00","","","","","N","Y",
"1592","C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","12G","2006","$900.00","","","","","L","Y",
"1769","C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","M12","2007","$206.00","","","","","L","Y",
"1939","C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","12G","2008","$900.00","","","","","N","Y",
"2110","C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","M11","2009","$700.00","","","","","L","Y",
"2112","C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","M12","2009","$446.00","","","","","L","Y",
"2888","C00163535","IRONWORKERS LOCAL 401 POLITICAL ACTION FUND","12G","2014","$1,090.00","","","","","N","Y",
"637","C00287508","IT GROUP PAC","M4","2002","$375.00","","","","","L","Y",
"1332","C00299396","ITALIAN AMERICAN DEMOCRATIC LEADERSHIP COUNCIL","30G","2004","$300.00","","","","","N","Y",
"2526","C00495937","ITAMAR GELBMAN FOR CONGRESS","12P","2012","$1,400.00","H","TX","06","GELBMAN, ITAMAR","N","Y",
"1971","C00388462","ITC HOLDINGS CORP. PAC","12G","2008",,"","","","","N","N",
"181","C00006247","IUE CMTE ON POL EDUC INT'L UNION/ELECTRONIC ELECTRICAL TECH SALARIED MACH WORKERS AFL-CIO","M10","2000","$6,000.00","","","","","N","Y",
"304","C00006247","IUE CMTE ON POL EDUC INT'L UNION/ELECTRONIC ELECTRICAL TECH SALARIED MACH WORKERS AFL-CIO","30G","2000","$2,700.00","","","","","N","Y",
"633","C00136739","IUOE OPERATING ENGINEERS","Q1","2002","$2,700.00","","","","","N","Y",
"947","C00136739","IUOE OPERATING ENGINEERS","30G","2002","$1,125.00","","","","","N","Y",
"1031","C00136739","IUOE OPERATING ENGINEERS","YE","2002","$1,125.00","","","","","N","Y",
"1276","C00136739","IUOE OPERATING ENGINEERS","12G","2004","$900.00","","","","","N","Y",
"1310","C00136739","IUOE OPERATING ENGINEERS","30G","2004","$1,295.00","","","","","L","Y",
"2329","C00136739","IUOE OPERATING ENGINEERS","12G","2010","$1,400.00","","","","","N","Y",
"2371","C00136739","IUOE OPERATING ENGINEERS","30G","2010","$140.00","","","","","L","Y",
"727","C00349035","IUPAT MEMBER AND FAMILY FUNDRAISING PC ACCOUNT","Q3","2002","$650.00","","","","","L","Y",
"1182","C00397794","JACK DAVIS FOR CONGRESS","12P","2004","$9,000.00","H","NY","26","DAVIS JR, JOHN R","N","Y",
"1239","C00397794","JACK DAVIS FOR CONGRESS","48H","2004","$8,950.00","H","NY","26","DAVIS JR, JOHN R","N","Y",
"1339","C00397794","JACK DAVIS FOR CONGRESS","48H","2004","$11,200.00","H","NY","26","DAVIS JR, JOHN R","N","Y",
"2039","C00446641","JACK HOOGENDYK FOR US SENATE","30G","2008","$2,000.00","S","MI","00","HOOGENDYK JR, JACK","L","Y",
"2584","C00507004","JACKSON EATON FOR CONGRESS","Q3","2012","$250.00","H","PA","15","EATON, J JACKSON","N","Y",
"2067","C00445189","JACKSON FOR CONGRESS","YE","2008",,"H","LA","06","JACKSON, MICHAEL","N","N",
"2505","C00495549","JACKSON FOR VIRGINIA","YE","2011","$360.00","S","VA","00","JACKSON, EARL W SR","L","Y",
"2713","C00495549","JACKSON FOR VIRGINIA","YE","2012","$312.00","S","VA","00","JACKSON, EARL W SR","N","Y",
"1714","C00418152","JACOBS FOR CONGRESS","YE","2006","$900.00","H","OH","02","JACOBS, THOR","N","Y",
"1297","C00392506","JAMES A GARNER CONGRESSIONAL COMMITTEE","30G","2004","$4,500.00","H","NY","04","GARNER, JAMES A","N","N",
"1366","C00392506","JAMES A GARNER CONGRESSIONAL COMMITTEE","YE","2004","$4,500.00","H","NY","04","GARNER, JAMES A","N","N",
"1400","C00392506","JAMES A GARNER CONGRESSIONAL COMMITTEE","Q1","2005","$4,500.00","H","NY","04","GARNER, JAMES A","N","N",
"1419","C00392506","JAMES A GARNER CONGRESSIONAL COMMITTEE","Q2","2005","$6,750.00","H","NY","04","GARNER, JAMES A","N","N",
"1431","C00392506","JAMES A GARNER CONGRESSIONAL COMMITTEE","Q3","2005","$9,000.00","H","NY","04","GARNER, JAMES A","N","N",
"2431","C00478057","JAMES MILANO FOR CONGRESS","YE","2010","$150.00","H","NY","05","MILANO, JAMES","L","Y",
"432","C00332619","JANE FREDERICK FOR CONGRESS","YE","2000","$900.00","H","SC","02","FREDERICK, LINNA JANE YOUNG","N","Y",
"1548","C00391011","JANE HAGUE FOR CONGRESS","Q3","2006",,"H","WA","01","HAGUE, JANE","N","N",
"102","C00351767","JANEZICH FOR US SENATE COMMITTEE","Q3","2000","$1,725.00","S","MN","00","JANEZICH, JERRY R","L","Y",
"2855","C00554865","JASON FOR SOUTH DAKOTA","Q3","2014",,"S","SD","00","RAVNSBORG, JASON","N","N",
"668","C00371765","JAY BLOSSMAN FOR US SENATE","Q2","2002","$3,500.00","S","LA","00","BLOSSMAN, JACK A JR","N","Y",
"781","C00371765","JAY BLOSSMAN FOR US SENATE","Q3","2002","$525.00","S","LA","00","BLOSSMAN, JACK A JR","L","Y",
"2225","C00461970","JAY FLEITMAN FOR CONGRESS COMMITTEE","Q3","2010","$907.00","H","MA","02","FLEITMAN, JAY SCOTT","L","Y",
"1879","C00445155","JAY MCGOVERN FOR CONGRESS","12P","2008","$900.00","H","FL","04","MCGOVERN, JAMES JOSEPH "JAY"","N","Y",
"2820","C00543033","JAY STAMPER FOR SENATE COMMITTEE","Q2","2014","$550.00","S","SC","00","STAMPER, JEREMY MICHAEL","N","N",
"2856","C00543033","JAY STAMPER FOR SENATE COMMITTEE","Q3","2014","$550.00","S","SC","00","STAMPER, JEREMY MICHAEL","N","N",
"2278","C00394650","JBS USA LLC PAC","12G","2010","$660.00","","","","","N","Y",
"78","C00343418","JEAN ELLIOTT BROWN FOR CONGRESS","12P","2000","$650.00","H","FL","16","BROWN, JEAN ELLIOTT","L","Y",
"2092","C00371021","JEB BRADLEY FOR CONGRESS COMMITTEE","48H","2008","$7,660.00","H","NH","01","BRADLEY, JOSEPH E. MR. III","N","Y",
"758","C00367854","JEFF BALLENGER FOR CONGRESS","Q3","2002","$400.00","H","IA","05","BALLENGER, JEFFREY A","L","Y",
"1051","C00367854","JEFF BALLENGER FOR CONGRESS","Q1","2003",,"H","IA","05","BALLENGER, JEFFREY A","N","N",
"1062","C00367854","JEFF BALLENGER FOR CONGRESS","Q2","2003",,"H","IA","05","BALLENGER, JEFFREY A","N","N",
"2258","C00467043","JEFF DOCTOR FOR CONGRESS","12G","2010","$550.00","H","NC","09","DOCTOR, JEFFREY JAMES","N","Y",
"2292","C00467043","JEFF DOCTOR FOR CONGRESS","30G","2010","$550.00","H","NC","09","DOCTOR, JEFFREY JAMES","N","Y",
"752","C00375188","JEFF FINK FOR CONGRESS","Q3","2002","$186.00","H","AL","03","FINK, JEFFREY JOHN","L","Y",
"2876","C00561100","JEFF JONES FOR SENATE","12G","2014","$550.00","S","MI","00","JONES, JEFFREY ALLAN","N","Y",
"1506","C00417048","JEFF LATAS FOR CONGRESS","Q2","2006",,"H","AZ","08","LATAS, JEFFREY LYNN","L","N",
"1531","C00417048","JEFF LATAS FOR CONGRESS","12P","2006","$4,000.00","H","AZ","08","LATAS, JEFFREY LYNN","L","Y",
"139","C00351411","JEFF WRIGHT FOR CONGRESS EXPLORATORY COMMITTEE","Q3","2000",,"H","UT","02","WRIGHT, JEFFREY E","N","N",
"2068","C00441444","JENNIFER DOUGHERTY FOR CONGRESS","YE","2008",,"H","MD","06","DOUGHERTY, JENNIFER P","N","N",
"1809","C00434654","JENNY OROPEZA FOR CONGRESS","Q1","2008","$130.00","H","CA","37","OROPEZA, JENNY","L","Y",
"2116","C00305920","JESSE JACKSON JR FOR CONGRESS","12P","2010","$505.00","H","IL","02","JACKSON, JESSE JR","L","Y",
"2714","C00305920","JESSE JACKSON JR FOR CONGRESS","YE","2012","$7,150.00","H","IL","02","JACKSON, JESSE JR","N","N",
"2750","C00305920","JESSE JACKSON JR FOR CONGRESS","Q1","2013","$8,937.00","H","IL","02","JACKSON, JESSE JR","N","N",
"2757","C00305920","JESSE JACKSON JR FOR CONGRESS","Q2","2013","$8,937.00","H","IL","02","JACKSON, JESSE JR","N","N",
"2764","C00481655","JESSE YOUNG FOR US CONGRESS","48H","2012","$3,520.00","H","WA","06","YOUNG, JESSE L","N","Y",
"2183","C00468520","JILKA FOR CONGRESS","12P","2010","$180.00","H","KS","01","JILKA, ALAN","L","Y",
"2525","C00505800","JILL STEIN FOR PRESIDENT","Q1C","2012","$3,035.00","P","US","00","STEIN, JILL","L","Y",
"2779","C00505800","JILL STEIN FOR PRESIDENT","YE","2013","$343.00","P","US","00","STEIN, JILL","N","Y",
"2788","C00505800","JILL STEIN FOR PRESIDENT","M2","2014","$343.00","P","US","00","STEIN, JILL","N","Y",
"2789","C00505800","JILL STEIN FOR PRESIDENT","M3","2014","$343.00","P","US","00","STEIN, JILL","N","Y",
"2828","C00505800","JILL STEIN FOR PRESIDENT","M7","2014","$550.00","P","US","00","STEIN, JILL","N","Y",
"2840","C00505800","JILL STEIN FOR PRESIDENT","M8","2014","$550.00","P","US","00","STEIN, JILL","N","N",
"660","C00374637","JIM BAKER FOR CONGRESS","Q2","2002","$2,700.00","H","AR","02","BAKER, JIM","N","Y",
"2069","C00447052","JIM FORSYTHE FOR CONGRESS","YE","2008",,"H","NH","01","FORSYTHE, JAMES RUSSELL","N","N",
"2506","C00500835","JIM GREENFIELD FOR CONGRESS","YE","2011",,"H","OR","01","GREENFIELD, JIM","N","N",
"1950","C00451674","JIM HARLAN FOR CONGRESS","48H","2008","$11,560.00","H","LA","01","HARLAN, JAMES KENNETH","N","Y",
"2226","C00473819","JIM HOLT CAMPAIGN COMMITTEE","Q3","2010",,"S","AR","00","HOLT, JIM","N","N",
"2546","C00478818","JIM HORN ELECTION COMMITTEE","Q2","2012","$990.00","H","FL","18","HORN, JIM","N","N",
"2567","C00478818","JIM HORN ELECTION COMMITTEE","12P","2012","$1,400.00","H","FL","18","HORN, JIM","N","N",
"2585","C00478818","JIM HORN ELECTION COMMITTEE","Q3","2012","$1,237.00","H","FL","18","HORN, JIM","N","N",
"2715","C00478818","JIM HORN ELECTION COMMITTEE","YE","2012",,"H","FL","18","HORN, JIM","N","N",
"243","C00344515","JIM HUMPHREYS FOR CONGRESS","30G","2000","$7,200.00","H","WV","02","HUMPHREYS, JAMES F","L","Y",
"972","C00380600","JIM MOORE FOR THE UNITED STATES SENATE","YE","2002","$175.00","S","MN","00","MOORE, JAMES ROBERT CLARK","L","Y",
"2432","C00460642","JIM PICCILLO FOR CONGRESS","YE","2010",,"H","FL","05","PICCILLO, JAMES JOHN","N","N",
"2530","C00502146","JIM REED FOR CONGRESS","12P","2012","$505.00","H","CA","01","REED, JAMES E","L","Y",
"2744","C00466359","JIM RENACCI FOR CONGRESS","48H","2012","$9,749.00","H","OH","16","RENACCI, JAMES B.","N","Y",
"2908","C00466359","JIM RENACCI FOR CONGRESS","48H","2014","$5,425.00","H","OH","16","RENACCI, JAMES B.","N","Y",
"2780","C00550780","JIM RUBENS FOR US SENATE","YE","2013","$560.00","S","NH","00","RUBENS, JIM","L","Y",
"665","C00364265","JIM SULLIVAN FOR CONGRESS","Q2","2002","$2,700.00","H","CT","02","SULLIVAN, JAMES M","N","Y",
"776","C00364265","JIM SULLIVAN FOR CONGRESS","Q3","2002","$2,700.00","H","CT","02","SULLIVAN, JAMES M","N","Y",
"986","C00364265","JIM SULLIVAN FOR CONGRESS","YE","2002","$4,050.00","H","CT","02","SULLIVAN, JAMES M","N","Y",
"967","C00377226","JIM TSO FOR CONGRESS","YE","2002","$240.00","H","FL","15","TSO, JIM","L","Y",
"2547","C00497644","JIMMIE MOORE FOR CONGRESS","Q2","2012","$250.00","H","PA","01","MOORE, JIMMIE SEE","N","Y",
"2716","C00497644","JIMMIE MOORE FOR CONGRESS","YE","2012",,"H","PA","01","MOORE, JIMMIE SEE","N","N",
"799","C00378596","JOE FINLEY FOR CONGRESS","12G","2002","$975.00","H","NY","05","FINLEY, JOSEPH P","L","Y",
"897","C00378596","JOE FINLEY FOR CONGRESS","30G","2002","$2,700.00","H","NY","05","FINLEY, JOSEPH P","N","Y",
"565","C00369249","JOE GRIMAUD FOR CONGRESS COMMITTEE","YE","2001","$5,500.00","H","SC","02","GRIMAUD, JOSEPH A JR","N","Y",
"2618","C00512970","JOE KENNEDY FOR CONGRESS","48H","2012","$2,550.00","H","MA","04","KENNEDY, JOSEPH P III","N","Y",
"2836","C00550764","JOE MARTINEZ FOR CONGRESS","12P","2014","$1,142.00","H","FL","26","MARTINEZ, JOE A","L","Y",
"2781","C00547232","JOE PALUMBO FOR CONGRESS","YE","2013","$3,850.00","H","KY","06","PALUMBO, JOSEPH E","N","Y",
"2799","C00547232","JOE PALUMBO FOR CONGRESS","Q1","2014","$124.00","H","KY","06","PALUMBO, JOSEPH E","N","Y",
"1810","C00445775","JOE PENNACCHIO FOR U S SENATE","Q1","2008","$2,000.00","S","NJ","00","PENNACCHIO, JOSEPH","L","Y",
"1918","C00445775","JOE PENNACCHIO FOR U S SENATE","Q3","2008","$140.00","S","NJ","00","PENNACCHIO, JOSEPH","L","Y",
"667","C00367953","JOE SLOVINEC FOR CONGRESS CAMPAIGN COMMITTEE","Q2","2002","$1,800.00","H","IL","05","SLOVINEC, JOSEPH GEORGE","N","Y",
"780","C00367953","JOE SLOVINEC FOR CONGRESS CAMPAIGN COMMITTEE","Q3","2002",,"H","IL","05","SLOVINEC, JOSEPH GEORGE","N","N",
"1715","C00414102","JOE SULZER FOR CONGRESS COMMITTEE","YE","2006","$30.00","H","OH","18","SULZER, JOSEPH R","N","Y",
"1748","C00414102","JOE SULZER FOR CONGRESS COMMITTEE","Q1","2007","$36.00","H","OH","18","SULZER, JOSEPH R","N","Y",
"1266","C00390336","JOE TORSELLA FOR CONGRESS","48H","2004","$12,525.00","H","PA","13","TORSELLA, JOSEPH M","N","Y",
"436","C00354886","JOE VU FOR CONGRESS CAMPAIGN COMMITTEE","YE","2000","$900.00","H","TX","29","VU, JOE","N","N",
"1139","C00368522","JOE WILSON FOR CONGRESS COMMITTEE","12P","2004","$900.00","H","SC","02","WILSON, JOE THE HON.","L","Y",
"2511","C00503433","JOE4AMERICA","12P","2012","$505.00","H","OH","09","WURZELBACHER, SAMUEL JOSEPH","L","Y",
"2787","C00552745","JOHN AMDUR FOR CONGRESS","12P","2014","$1,400.00","H","TX","36","AMDUR, JOHN","N","Y",
"2259","C00478123","JOHN ANDERSON FOR CONGRESS","12G","2010","$3,300.00","H","OH","10","ANDERSON, JOHN DAVID","N","Y",
"2484","C00477935","JOHN ASLANIAN FOR CONGRESS","Q1","2011","$250.00","H","NJ","09","ASLANIAN, JOHN","N","Y",
"1046","C00215830","JOHN BREAUX COMMITTEE","Q1","2003",,"S","LA","00","BREAUX, JOHN B","L","N",
"21","C00353003","JOHN COFFEY FOR CONGRESS","Q2","2000","$500.00","H","PA","13","COFFEY, JOHN","L","Y",
"16","C00355768","JOHN FEE FOR CONGRESS","Q2","2000","$1,475.00","H","NY","30","FEE, JOHN","L","Y",
"81","C00355768","JOHN FEE FOR CONGRESS","12P","2000","$1,300.00","H","NY","30","FEE, JOHN","L","Y",
"427","C00355768","JOHN FEE FOR CONGRESS","YE","2000","$1,125.00","H","NY","30","FEE, JOHN","N","Y",
"1695","C00417451","JOHN HALL FOR CONGRESS","48H","2006","$4,416.00","H","NY","19","HALL, JOHN JOSEPH","N","Y",
"2620","C00511451","JOHN HERNANDEZ FOR CONGRESS 2012","12G","2012","$505.00","H","CA","21","HERNANDEZ, JOHN STEPHEN","L","P",
"2717","C00511451","JOHN HERNANDEZ FOR CONGRESS 2012","YE","2012","$250.00","H","CA","21","HERNANDEZ, JOHN STEPHEN","N","P",
"1344","C00396044","JOHN KENNEDY FOR US SENATE INC","YE","2004","$560.00","S","LA","00","KENNEDY, JOHN NEELY","L","Y",
"1428","C00396044","JOHN KENNEDY FOR US SENATE INC","Q3","2005","$4,500.00","S","LA","00","KENNEDY, JOHN NEELY","L","Y",
"1549","C00414748","JOHN KONOP FOR CONGRESS","Q3","2006","$900.00","H","GA","06","KONOP, JOHN","N","Y",
"2548","C00500827","JOHN LEE FOR CONGRESS","Q2","2012",,"H","NV","04","LEE, JOHN JAY","N","N",
"1370","C00401521","JOHN MCCONNEL WOLFE JR FOR CONGRESS","YE","2004",,"H","TN","03","WOLFE, JOHN M JR","N","N",
"1294","C00391268","JOHN MCKINNIS FOR CONGRESS INC","30G","2004","$900.00","H","MD","04","MCKINNIS, JOHN R II","N","Y",
"1358","C00391268","JOHN MCKINNIS FOR CONGRESS INC","YE","2004",,"H","MD","04","MCKINNIS, JOHN R II","N","N",
"1858","C00439513","JOHN ROUNSAVILLE FOR CONGRESS","Q2","2008","$250.00","H","MS","03","ROUNSAVILLE, JOHN WALTER","N","Y",
"548","C00367508","JOHN TAYLOR FOR CONGRESS","YE","2001","$700.00","H","MA","09","TAYLOR, JOHN EMMETT","L","Y",
"715","C00367508","JOHN TAYLOR FOR CONGRESS","MY","2002","$1,125.00","H","MA","09","TAYLOR, JOHN EMMETT","N","Y",
"2293","C00459909","JOHN WALTZ FOR CONGRESS","30G","2010","$4,950.00","H","MI","06","WALTZ, JOHN W","N","Y",
"2433","C00484303","JOHNSON FOR CONGRESS","YE","2010",,"H","OK","05","JOHNSON, HARRY CLAUD","N","N",
"2147","C00462077","JOHNSON SENATE COMMITTEE","12P","2010","$115.00","S","KY","00","JOHNSON, WILLIAM EJNER JR","L","Y",
"110","C00346338","JON AMORES FOR CONGRESS","Q3","2000","$450.00","H","WV","02","AMORES, JON","L","Y",
"2821","C00540914","JONATHAN HOFFMAN FOR CONGRESS","Q2","2014",,"H","SC","01","HOFFMAN, JONATHAN","N","N",
"2070","C00442863","JONELROD.COM","YE","2008",,"H","IN","07","ELROD, JONATHAN ROBERT","N","N",
"861","C00111534","JONES WALKER L.L.P.","12G","2002","$1,000.00","","","","","N","Y",
"2822","C00545715","JORGE BONILLA FOR US CONGRESS INC","Q2","2014","$1,660.00","H","FL","09","BONILLA, JORGE L JR","L","N",
"2837","C00545715","JORGE BONILLA FOR US CONGRESS INC","12P","2014","$1,090.00","H","FL","09","BONILLA, JORGE L JR","N","N",
"2857","C00545715","JORGE BONILLA FOR US CONGRESS INC","Q3","2014","$1,090.00","H","FL","09","BONILLA, JORGE L JR","N","N",
"2434","C00482893","JOYCE JOHNSON FOR CONGRESS 2010","YE","2010",,"H","NY","15","JOHNSON, JOYCE STANLEY","N","N",
"113","C00329193","JUDY SMITH FOR CONGRESS","Q3","2000","$900.00","H","AR","04","SMITH, JUDY","N","Y",
"2858","C00548446","JULIANNE MN INC","Q3","2014","$1,090.00","S","MN","00","ORTMAN, JULIANNE","N","Y",
"546","C00364729","KALOGIANIS FOR CONGRESS INC","YE","2001","$2,475.00","H","FL","09","KALOGIANIS, CHUCK","L","N",
